,party,sentence,primary_topic
13891,BVNL,Er komt geen Central Bank Digital Currency (CBDC).,Domestic Commerce
13892,BVNL,"•Er komt geen vliegtaks, vleestaks of suikertaks.",Transportation
13893,BVNL,"•De koning moet, net als iedereen, belasting gaan betalen over zijn inkomen.",Macroeconomics
13894,BVNL,"•De accijnzen op benzine, gas en diesel moeten drastisch omlaag.",Energy
13895,BVNL,•BVNL doet niet aan belastingdiscriminatie.,Civil Rights
13896,BVNL,Dus het idee dat belastingen voor elektrische auto’s lager moeten zijn dan voor auto’s op benzine en diesel deponeren wij in de prullenmand.,Macroeconomics
13897,BVNL,"Pagina van 16 16 Pagina 16 van 69 Buitenlandse Zaken, EU, Buitenlandse Handel en Ontwikkelingssamenwerking BVNL wil dat Nederland weer soeverein wordt.",International Affairs
13898,BVNL,"Wij moeten veel meer zelf kunnen bepalen, in plaats van dat Brussel de dienst uitmaakt en Nederland een soort Europese provincie is.",European Integration
13899,BVNL,DAAROM WIL BVNL: ‣Respect voor de soevereiniteit van andere landen.,International Affairs
13900,BVNL,Hun inwoners en hun cultuur zijn niet gelijk en dat moet worden gerespecteerd.,Civil Rights
13901,BVNL,Economische samenwerking en vrijhandel zijn een groot goed.,Macroeconomics
13902,BVNL,Maar de overdracht van soevereiniteit naar de EU moet stoppen en we moeten de mogelijkheid krijgen tot opt-ins en opt-outs.,European Integration
13903,BVNL,‣Nederland moet niet meer de hoogste netto-betaler van de EU zijn.,European Integration
13904,BVNL,"‣We houden ons aan onze NAVO-verplichtingen, maar we steunen geen oorlogen buiten het NAVO-grondgebied met materieel of personeel.",Defense
13905,BVNL,"‣Stoppen met ontwikkelingssamenwerking, want ontwikkelingsgeld eindigt zelden op de plek waarvoor het bedoeld is.",International Affairs
13906,BVNL,In plaats daarvan gaan we handel stimuleren met landen die we willen helpen.,Foreign Trade
13907,BVNL,‣BVNL is tegen collectieve schulden van de eurozone.,European Integration
13908,BVNL,Nederland moet niet meebetalen aan de Zuid Europese schuldenlast en BVNL is tegen EU-fondsen en EU-belastingen.,European Integration
13909,BVNL,‣Stoppen met economische sancties tegen andere landen.,European Integration
13910,BVNL,Sancties hebben nog nooit gewerkt en leiden tot verliezen aan beide kanten.,Domestic Commerce
13911,BVNL,‣De Indische kwestie wordt met coulance behandeld en de backpay- regeling wordt weer opengesteld voor de nabestaanden van de slachtoffers.,Law and Crime
13912,BVNL,‣De Molukse kwestie wordt fatsoenlijk afgehandeld met excuses en erkenning van het leed.,International Affairs
13913,BVNL,‣Nederland gaat zich inzetten om de ereschuld met betrekking tot Papua in te lossen.,International Affairs
13914,BVNL,"Op het beschadigen/ bekladden van standbeelden, monumenten en/of gedenktekens komen hogere straffen.",Law and Crime
13915,BVNL,"BVNL is principieel tegen het subsidiëren van belangen- en protestorganisaties, maar organisaties die zich aan dit soort acties schuldig maken verliezen hun recht op subsidie en worden niet langer gezien als gesprekspartner van de overheid.",Domestic Commerce
13916,BVNL,"•Oekraïne mag onder geen beding lid worden van de NAVO, daarmee riskeren we namelijk een oorlog met Rusland.",Defense
13917,BVNL,Er is alom sprake van netwerkcorruptie en vriendjespolitiek.,Law and Crime
13918,BVNL,Media hoort onafhankelijk te zijn en niet naar de pijpen van de macht te dansen.,Civil Rights
13919,BVNL,De verwevenheid tussen de overheid en de media moet worden verminderd.,Technology
13920,BVNL,De Tweede Kamer moet haar controlerende taak terugkrijgen en de inefficiënte en stroperige werkwijze moet grondig worden herzien.,Government Operations
13921,BVNL,Het doel is om zoveel mogelijk bottom-up te regelen.,Civil Rights
13922,BVNL,"Dus vanuit de gemeente, dan de provincie, en als het niet anders kan nationaal.",Government Operations
13923,BVNL,"Dit betekent dat de Minister van J&V minimaal rechten moet hebben gestudeerd, dat de Minister van Defensie bij voorkeur een oud-militair is, dat de Minister van Financiën minimaal een econoom of fiscalist is en dat de Minister van EZK bij voorkeur een econoom of ingenieur is.",Defense
13924,BVNL,Feitelijk ontstaat er op die manier een zakenkabinet dat gevuld is met competente mensen.,Government Operations
13925,BVNL,•Een kleine overheid met minder ambtenaren.,Government Operations
13926,BVNL,We willen 20% van alle zittende ambtenaren laten afvloeien zodat zij beschikbaar komen voor de echte economie.,Macroeconomics
13927,BVNL,Externe inhuur wordt drastisch beperkt.,Labor
13928,BVNL,•Er komt een aannamestop voor ambtenaren voor minimaal 1 jaar.,Government Operations
13929,BVNL,"•We gaan digitaal stemmen, mits de privacy 100% gegarandeerd kan worden en de overheid hiervoor een volledig hacker proof-veilige omgeving kan optuigen.",Civil Rights
13930,BVNL,"•Militairen, politie, docenten en zorgmedewerkers moeten structureel substantieel meer gaan verdienen.",Labor
13931,BVNL,"Dat kunnen we doen door een eenmalige extra loonsverhoging van 10%, voor mensen die zich in de lagere loonschalen bevinden.",Labor
13932,BVNL,"•De overheid heeft een zorgplicht naar mensen met een publieke taak, zoals politieambtenaren, ambulancemedewerkers, en brandweerlieden, die te maken krijgen met agressie en geweld.",Law and Crime
13933,BVNL,Zij hebben recht op betere bescherming en bijzondere zorg.,Social Welfare
13934,BVNL,•Het democratisch gehalte moet omhoog door de invoering van een districtenstelsel waardoor er meer binding ontstaat tussen kiezer en volksvertegenwoordiging.,Government Operations
13935,BVNL,•Er moet een beperking komen aan de tijd dat iemand premier kan zijn.,Civil Rights
13936,BVNL,•De kiesdrempel wordt verhoogd naar 2 zetels om versplintering te voorkomen.,Government Operations
13937,BVNL,•Ministers en Staatssecretarissen mogen geen dubbele nationaliteit hebben in verband met mogelijk belangenverstrengeling en loyaliteitsconflicten.,Immigration
13938,BVNL,Nederland geeft ook geen geld meer aan dit soort organisaties.,Domestic Commerce
13939,BVNL,"•Ondemocratische en ongekozen bestuurslagen, zoals de Veiligheidsregio’s en de Regionale Energiestrategie (RES), schaffen we af.",Government Operations
13940,BVNL,Daarom houden we op met zaken zoals “klimaattafels” en het “landbouwakkoord”.,Environment
13941,BVNL,"•NGO’s en activistische clubs zoals Greenpeace, Milieu Defensie, Extinction rebellion en organisaties die mensenhandel stimuleren krijgen geen subsidie meer, ook niet indirect via de Nationale Postcode Loterij.",International Affairs
13942,BVNL,•BVNL is voor een districtenstelsel maar zolang dat niet is ingevoerd moet elke regio in Nederland in elk geval een vast aantal mensen in de Tweede Kamer krijgen.,Government Operations
13943,BVNL,•We gaan rechtzetten dat de landelijke overheid achtergebleven regio’s in het land de laatste decennia stelselmatig heeft verwaarloosd.,Government Operations
13944,BVNL,•Er komt in Zeeland een groot bevolkingsonderzoek naar de aanwezigheid van de stof PFAS in het lichaam.,Environment
13945,BVNL,Pagina van 23 23 Pagina 22 van 69 Infrastructuur en Waterstaat Het economisch belang van een goede infrastructuur is enorm.,Government Operations
13946,BVNL,Daarom is een enorme inhaalslag nodig.,Government Operations
13947,BVNL,BVNL WIL: •Meer investeren in de uitbreiding van de capaciteit van het wegennet.,Transportation
13948,BVNL,Files worden aangepakt door de capaciteit van de wegen af te stemmen op de hoeveelheid auto’s.,Transportation
13949,BVNL,"•De motorrijtuigenbelasting verlagen maar wél heffen op alle auto’s, dus ook elektrische auto’s.",Energy
13950,BVNL,"•De accijnzen op brandstoffen gaan omlaag, minimaal naar het EU- gemiddelde.",Energy
13951,BVNL,•Het verbod op verbrandingsmotoren wordt geschrapt.,Energy
13952,BVNL,•De voorgenomen kilometerheffing schrappen.,Transportation
13953,BVNL,Rekeningrijden wordt niet ingevoerd en er komen geen kastjes in auto’s om automobilisten te volgen.,Transportation
13954,BVNL,•BPM wordt een vast percentage van de prijs van de auto.,Energy
13955,BVNL,•Meer investeren in hoogwaardig openbaar vervoer.,Transportation
13956,BVNL,•BVNL wil zeven dagen per week gratis openbaar vervoer voor studenten en 65-plussers.,Transportation
13957,BVNL,Uiteindelijk willen wij gratis openbaar vervoer voor iedereen zodat Nederland weer in beweging komt en de economie in een hogere versnelling.,Transportation
13958,BVNL,"Iedereen kan zich gratis verplaatsen, de filedruk neemt af, de arbeidsmobiliteit neemt toe en de eenzaamheid onder ouderen neemt af.",Social Welfare
13959,BVNL,•Meer aandacht voor internationale treinverbindingen.,Transportation
13960,BVNL,Doorbreken van het monopolie van kaartverkoop door nationale vervoerders.,Domestic Commerce
13961,BVNL,Meer aandacht voor ProRail als bottle-neck voor nieuwe infrastructuur.,Transportation
13962,BVNL,•De maximumsnelheid verhogen naar 130 km/uur.,Transportation
13963,BVNL,•Busverbindingen in de provincie behouden.,Transportation
13964,BVNL,•A58 door Roosendaal wordt een tunnel.,Transportation
13965,BVNL,•Schiphol is een economische pijler van de Nederlandse economie en mag groeien op een verantwoorde manier waarbij ingezet wordt op energiezuinige en stille vliegtuigen.,Energy
13966,BVNL,•De Lelylijn moet er zo snel mogelijk komen.,Transportation
13967,BVNL,"•We gaan investeren in andere vliegvelden zoals Rotterdam/The Hague airport, Eindhoven en Eelde om de druk op Schiphol te verlichten.",Transportation
13968,BVNL,•Infrastructurele werken worden bij voorkeur op basis van publiek private samenwerkingen gebouwd en gefinancierd.,Housing
13969,BVNL,•De snelweg bij Amelisweerd bij Utrecht moet meer rijbanen krijgen.,Transportation
13970,BVNL,•De snelweg A27 moet worden verbreed met extra rijstroken.,Transportation
13971,BVNL,•In de buurt van Bodegraven moet een verbinding (Bodegravenboog) komen tussen de autoweg N11 en de snelweg A12.,Transportation
13972,BVNL,•De snelweg A2 tussen Deil en Vught moet worden verbreed met extra rijstroken.,Transportation
13973,BVNL,•De Houtrikdijk tussen Enkhuizen en Lelystad gaan we verbreden met extra rijstroken.,Transportation
13974,BVNL,"•De route N256/N59 tussen Goes en Hellegatsplein moet vierbaans worden, met een verdubbeling van de Zeelandbrug.",Transportation
13975,BVNL,•De doorstroming van de N35 tussen Zwolle en Wierden gaan we verbeteren.,Transportation
13976,BVNL,Pagina van 25 25 Pagina 25 van 69 Wonen Bij een gezonde woningmarkt zijn vraag en aanbod in balans.,Housing
13977,BVNL,"Helaas heeft het beleid van de overheid de markt in de afgelopen 15 jaar volledig verstoord, met een enorme crisis op de woningmarkt als gevolg.",Macroeconomics
13978,BVNL,De vraag naar woningen is geëxplodeerd door een netto migratiesaldo van meer dan 100.000 mensen gemiddeld per jaar.,Housing
13979,BVNL,"In 2022 kwamen er maar liefst 228.000 mensen bij in Nederland, die allemaal ergens moeten wonen.",Social Welfare
13980,BVNL,"En door alle beperkende overheidsmaatregelen, zoals de bureaucratische stikstof-bouwstop, de CO2-paniek, duurzaamheidseisen, de exorbitante uitbreiding van de bouwvoorschriften in de afgelopen 25 jaar, verplichte warmtepompen, gasloos bouwen, en de 40/40/20- verplichting werden er in de afgelopen jaren te weinig woningen gebouwd waardoor het aanbod achterbleef op de vraag.",Housing
13981,BVNL,"Om ervoor te zorgen dat woningbouwprojecten doorgaan, mag de overheid financieel garant staan voor de woningen die nog niet verkocht zijn.",Housing
13982,BVNL,"Ondanks dat BVNL voor een kleinere overheid is, wil het er wél voor zorgen dat woningbouwprojecten, die nodig zijn om de wooncrisis op te lossen doorgaan.",Housing
13983,BVNL,Daarom mag de overheid financieel garant staan voor de woningen die nog niet verkocht zijn.,Housing
13984,BVNL,"BVNL STELT DE VOLGENDE OPLOSSINGEN VOOR: •Stimuleer woningcorporaties om meer sociale woningen te bouwen en geef corporaties de mogelijkheid om, onder gunstige condities, woningen te verkopen aan huurders.",Housing
13985,BVNL,•Stimuleer het splitsen van grote woningen in kleinere woningen met bijvoorbeeld een minimum van 30 m2.,Housing
13986,BVNL,"Dit leidt onmiddellijk tot meer woningen, zonder dat hiervoor extra ruimte wordt gebruikt.",Housing
13987,BVNL,•Stimuleer de bouw van grondgebonden eengezinswoningen met een tuin in plaats van windmolens en zonne-akkers.,Housing
13988,BVNL,"•Schaf de kostendelersnorm af, zodat mensen kunnen samenwonen zonder een deel van hun uitkering te verliezen.",Social Welfare
13989,BVNL,"•Verbeter, vereenvoudig en versnel het vergunningsproces voor bouwvergunningen.",Housing
13990,BVNL,7% van de huurders in sociale woningen woont scheef en houdt ten onrechte een gesubsidieerde woning bezet.,Housing
13991,BVNL,"Niet alleen van verhuurders, maar ook woonfraude van huurders die hun sociale woning voor veel geld onderverhuren.",Housing
13992,BVNL,"•Pas bestemmingsplannen aan, zodat extra verdiepingen op bestaande gebouwen kunnen worden gebouwd en bouw überhaupt meer in de hoogte om kostbare ruimte te besparen.",Housing
13993,BVNL,"•Los de stikstofdwaling op, stop met het onnodige stikstofbeleid en geef weer vergunningen af.",Environment
13994,BVNL,•Bouw bejaardentehuizen en hofjes voor ouderen.,Social Welfare
13995,BVNL,"•Vereenvoudig de WWFT, de Wet ter voorkoming van Witwassen en Financieren van Terrorisme.",Law and Crime
13996,BVNL,"Deze wet leidt tot enorme blokkades bij het verkrijgen van financieringen, en er worden nauwelijks criminelen door gepakt.",Law and Crime
13997,BVNL,•Voer een asielstop in.,Immigration
13998,BVNL,"De Nederlandse bevolking krimpt, dus zonder immigratie zou er een overschot zijn aan woningen en zouden de huur- en koopprijzen kelderen.",Housing
13999,BVNL,"•Sta woningdelen en studentenhuizen weer toe en de druk op de woningmarkt zal, in elk geval in steden met veel jongeren, enorm afnemen.",Housing
14000,BVNL,•Maak het transformeren van bedrijfsruimtes naar woningen makkelijker.,Housing
14001,BVNL,"Verhuurders, eigenaren, ontwikkelaars, beleggers, bouwers, banken en ondernemers kunnen niet investeren als de overheid onbetrouwbaar is.",Domestic Commerce
14002,BVNL,•Het plan om de middenhuur te reguleren wordt geschrapt.,Housing
14003,BVNL,•Tijdelijke huurcontracten van maximaal 2 jaar worden weer toegestaan.,Housing
14004,BVNL,•De overdrachtsbelasting wordt verlaagd naar het oude tarief van 2% voor iedereen.,Macroeconomics
14005,BVNL,•Minder regels en minder bureaucratie.,Government Operations
14006,BVNL,"•Huurtoeslag (huursubsidie) alleen beschikbaar voor Nederlanders, niet voor expats en buitenlandse studenten.",Education
14007,BVNL,•Permanente bewoning van vakantiewoningen wordt toegestaan.,Environment
14008,BVNL,•Geen voorrang meer voor een sociale woning voor statushouders.,Social Welfare
14009,BVNL,"•Om woningen vrij te maken voor gezinnen, mogen ouderen die in een te groot huis wonen financieel worden geholpen om kleiner te wonen.",Housing
14010,BVNL,"•Bij inspraakprocedures over nieuwe woningen, moet de stem van woningzoekenden even zwaar wegen als de stem van omwonenden.",Housing
14011,BVNL,•Huiseigenaren mogen bij aankoop van een huis nooit worden verplicht om extra maatregelen voor verduurzaming te nemen.,Energy
